set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	text	normalized	boundary	missed	kind_expected	kind_ok	role_ok	source_ok	context	cr_ref	structure_tags	norm_issue	disposition	annotator	note
arn	4533ce78-0594-4195-96fb-46cbadd0db69	Oasis	Land	0		0	0	1	activated_ability	ability	printed		{T}: Prevent the next 1 damage that would be dealt to target creature this turn.	{M}: Prevent the next N damage that would be dealt to target creature this turn.	ok	0	activated_ability	yes	yes	yes	none		prevention_in_effect	collision:tap_as_mana	accept	fable-pass1	
arn	cce84cf1-5574-43b0-9d75-72e6451403a7	Old Man of the Sea	Creature — Djinn	0		0	0	1	spell_or_static_text	ability	printed		You may choose not to untap this creature during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none		optional_untap_static		accept	fable-pass1	
arn	cce84cf1-5574-43b0-9d75-72e6451403a7	Old Man of the Sea	Creature — Djinn	1		0	0	2	activated_ability	ability	printed		{T}: Gain control of target creature with power less than or equal to this creature's power for as long as this creature remains tapped and that creature's power remains less than or equal to this creature's power.	{M}: Gain control of target creature with power less than or equal to ~'s power for as long as ~ remains tapped and that creature's power remains less than or equal to ~'s power.	ok	0	activated_ability	yes	yes	yes	none		control_change;duration_conditional	collision:tap_as_mana	accept	fable-pass1	
arn	c753e9e3-9374-4e3c-8622-94576a8c1da3	Oubliette	Enchantment	0		0	0	1	triggered_ability	ability	printed		When this enchantment enters, target creature phases out until this enchantment leaves the battlefield. Tap that creature as it phases in this way.	When ~ enters, target creature phases out until ~ leaves the battlefield. Tap that creature as it phases in this way.	ok	0	triggered_ability	yes	yes	yes	none	702.26	duration_until_leaves;instruction_in_effect;multi_sentence;phasing		accept	fable-pass1	'Tap that creature as it phases in this way.' is part of the trigger's effect (ruling: it phases in immediately after Oubliette leaves); one ability. 3 corpus hits for 'phases out until'.
arn	0c017406-7fc3-4701-93ec-ddb02044c12a	Piety	Instant	0		0	0	1	spell_or_static_text	ability	printed		Blocking creatures get +0/+3 until end of turn.	Blocking creatures get +N/+N until end of turn.	ok	0	spell_or_static_text	yes	yes	yes	none				accept	fable-pass1	
arn	da2f0d16-3cb4-492d-8535-52a31dbae95e	Pyramids	Artifact	0		0	0	1	activated_ability	ability	printed		{2}: Choose one —	{M}: Choose one —	ok	0	activated_ability	yes	yes	yes	none	700.2;602.1	modal_activated;mode_header		accept	fable-pass1	Modal activated ability: header is the ability, modes are children.
arn	da2f0d16-3cb4-492d-8535-52a31dbae95e	Pyramids	Artifact	1	0	1	0	2	spell_or_static_text	mode	printed		Destroy target Aura attached to a land.	Destroy target Aura attached to a land.	ok	0	n/a	n/a	yes	yes	none	700.2	mode		accept	fable-pass1	
arn	da2f0d16-3cb4-492d-8535-52a31dbae95e	Pyramids	Artifact	2	0	1	0	3	replacement_effect	mode	printed		The next time target land would be destroyed this turn, remove all damage marked on it instead.	The next time target land would be destroyed this turn, remove all damage marked on it instead.	ok	0	n/a	n/a	yes	yes	none	700.2	instead_in_mode;mode		accept	fable-pass1	Mode text contains a replacement clause; kind on modes is n/a by protocol.
arn	a83073a2-e63d-4105-8bad-9612e411fc85	Repentant Blacksmith	Creature — Human	0		0	0	1	keyword_ability	ability	printed		Protection from red	Protection from red	ok	0	keyword_ability	yes	yes	yes	cr	702.16	keyword	fragmentation:color_word	accept	fable-pass1	
arn	c79b9187-cbfe-43a0-bdc8-4f7e0d215607	Ring of Ma'rûf	Artifact	0		0	0	1	activated_ability	ability	printed		{5}, {T}, Exile this artifact: The next time you would draw a card this turn, instead put a card you own from outside the game into your hand.	{M}, {M}, Exile ~: The next time you would draw a card this turn, instead put a card you own from outside the game into your hand.	ok	0	activated_ability	yes	yes	yes	none	614.1a	instead_in_activated;one_off_candidate;outside_the_game	collision:tap_as_mana	accept	fable-pass1	
arn	98116aec-2ab1-4bee-b727-9feff6274825	Rukh Egg	Creature — Bird Egg	0		0	0	1	triggered_ability	ability	printed		When this creature dies, create a 4/4 red Bird creature token with flying at the beginning of the next end step.	When ~ dies, create a N/N red Bird creature token with flying at the beginning of the next end step.	under	1	triggered_ability	yes	yes	yes	cr	603.7a;603.7e	delayed_trigger_inverted	fragmentation:color_word	defect	fable-pass1	'create a 4/4 ... at the beginning of the next end step' is a delayed trigger created on resolution of the dies trigger (same wording class as Stone Giant, whose ruling names it); not split.
arn	ff77074f-48ef-4c01-8ede-4e9be3e483f4	Sandals of Abdallah	Artifact	0		0	0	1	activated_ability	ability	printed		{2}, {T}: Target creature gains islandwalk until end of turn. When that creature dies this turn, destroy this artifact.	{M}, {M}: Target creature gains islandwalk until end of turn. When that creature dies this turn, destroy ~.	under	1	activated_ability	yes	yes	yes	cr	603.7a;603.7b;603.7e	delayed_trigger_when;multi_sentence;stated_duration	collision:tap_as_mana;fragmentation:land_type	defect	fable-pass1	'When that creature dies this turn, destroy this artifact.' is a delayed trigger with stated duration created by the activated ability (modern template: Fatal Fissure, Make Your Mark); not split.
arn	7bb41690-f8ec-462a-ba29-be453eb86fca	Sandstorm	Instant	0		0	0	1	spell_or_static_text	ability	printed		Sandstorm deals 1 damage to each attacking creature.	~ deals N damage to each attacking creature.	ok	0	spell_or_static_text	yes	yes	yes	none		self_reference_name		accept	fable-pass1	
arn	683e7135-de54-49c8-a978-4f84628a6a91	Serendib Djinn	Creature — Djinn	0		0	0	1	keyword_ability	ability	printed		Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	702.9	keyword		accept	fable-pass1	
arn	683e7135-de54-49c8-a978-4f84628a6a91	Serendib Djinn	Creature — Djinn	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, sacrifice a land. If you sacrifice an Island this way, this creature deals 3 damage to you.	At the beginning of your upkeep, sacrifice a land. If you sacrifice an Island this way, ~ deals N damage to you.	ok	0	triggered_ability	yes	yes	yes	none		multi_sentence	fragmentation:land_type	accept	fable-pass1	
arn	683e7135-de54-49c8-a978-4f84628a6a91	Serendib Djinn	Creature — Djinn	2		0	0	3	triggered_ability	ability	printed		When you control no lands, sacrifice this creature.	When you control no lands, sacrifice ~.	ok	0	triggered_ability	yes	yes	yes	none	603.8	state_trigger		accept	fable-pass1	
arn	dd520d83-297a-487f-b8f3-4997bbc056e0	Serendib Efreet	Creature — Efreet	0		0	0	1	keyword_ability	ability	printed		Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	702.9	keyword		accept	fable-pass1	
arn	dd520d83-297a-487f-b8f3-4997bbc056e0	Serendib Efreet	Creature — Efreet	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, this creature deals 1 damage to you.	At the beginning of your upkeep, ~ deals N damage to you.	ok	0	triggered_ability	yes	yes	yes	none				accept	fable-pass1	
arn	fc04f621-338b-4d4c-bf57-5e5a00d990f0	Shahrazad	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Players play a Magic subgame, using their libraries as their decks. Each player who doesn't win the subgame loses half their life, rounded up.	Players play a Magic subgame, using their libraries as their decks. Each player who doesn't win the subgame loses half their life, rounded up.	ok	0	spell_or_static_text	yes	yes	yes	none		multi_sentence;one_off_candidate;subgame		accept	fable-pass1	Subgame; CR 726 in this rules version is 'initiative' — the subgame rule number was not located by id and needs a search.
arn	dc81069b-b2cf-44b3-98fc-45bb24b815cb	Sindbad	Creature — Human	0		0	0	1	activated_ability	ability	printed		{T}: Draw a card and reveal it. If it isn't a land card, discard it.	{M}: Draw a card and reveal it. If it isn't a land card, discard it.	ok	0	activated_ability	yes	yes	yes	none		multi_sentence	collision:tap_as_mana	accept	fable-pass1	
arn	23f9bee4-ac7e-4828-82c0-576fee0d29b7	Singing Tree	Creature — Plant	0		0	0	1	activated_ability	ability	printed		{T}: Target attacking creature has base power 0 until end of turn.	{M}: Target attacking creature has base power N until end of turn.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1	
arn	3e4cb1b2-e2cc-4925-a226-6c6f1501d9c1	Sorceress Queen	Creature — Human Wizard Sorcerer	0		0	0	1	activated_ability	ability	printed		{T}: Target creature other than this creature has base power and toughness 0/2 until end of turn.	{M}: Target creature other than ~ has base power and toughness N/N until end of turn.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1	
arn	124c8663-21f3-4cd8-a060-9d04be35c43f	Stone-Throwing Devils	Creature — Devil	0		0	0	1	keyword_ability	ability	printed		First strike	First strike	ok	0	keyword_ability	yes	yes	yes	cr	702.7	keyword		accept	fable-pass1	
arn	278b237e-9699-43eb-a03e-0b68eccc08b3	Unstable Mutation	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature	ok	0	keyword_ability	yes	yes	yes	cr	702.5	keyword	fragmentation:object_type	accept	fable-pass1	
arn	278b237e-9699-43eb-a03e-0b68eccc08b3	Unstable Mutation	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature gets +3/+3.	Enchanted creature gets +N/+N.	ok	0	spell_or_static_text	yes	yes	yes	none				accept	fable-pass1	
arn	278b237e-9699-43eb-a03e-0b68eccc08b3	Unstable Mutation	Enchantment — Aura	2		0	0	3	triggered_ability	ability	printed		At the beginning of the upkeep of enchanted creature's controller, put a -1/-1 counter on that creature.	At the beginning of the upkeep of enchanted creature's controller, put a -N/-N counter on that creature.	ok	0	triggered_ability	yes	yes	yes	none		counter_upkeep		accept	fable-pass1	
arn	2b7c9fe0-5a23-4172-b31f-b0d85cd465f6	War Elephant	Creature — Elephant	0		0	0	1	keyword_ability	ability	printed		Trample	Trample	ok	0	keyword_ability	yes	yes	yes	cr	702.19	keyword		accept	fable-pass1	
arn	2b7c9fe0-5a23-4172-b31f-b0d85cd465f6	War Elephant	Creature — Elephant	1		0	0	1	keyword_ability	ability	printed		banding	Banding	ok	0	keyword_ability	yes	yes	yes	cr	702.22	keyword;keyword_list_split		accept	fable-pass1	
arn	00185f3b-2777-4417-a8e0-4691f41c0ec1	Wyluli Wolf	Creature — Wolf	0		0	0	1	activated_ability	ability	printed		{T}: Target creature gets +1/+1 until end of turn.	{M}: Target creature gets +N/+N until end of turn.	ok	0	activated_ability	yes	yes	yes	none			collision:tap_as_mana	accept	fable-pass1	
arn	15b9b0cc-47ef-4147-aba7-a7adae41921b	Ydwen Efreet	Creature — Efreet	0		0	0	1	triggered_ability	ability	printed		Whenever this creature blocks, flip a coin. If you lose the flip, remove this creature from combat and it can't block this turn. Creatures it was blocking that had become blocked by only this creature this combat become unblocked.	Whenever ~ blocks, flip a coin. If you lose the flip, remove ~ from combat and it can't block this turn. Creatures it was blocking that had become blocked by only ~ this combat become unblocked.	ok	0	triggered_ability	yes	yes	yes	none	705.1	coin_flip;multi_sentence		accept	fable-pass1	
