set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	text	normalized
lea	0d71b157-09a0-4fd4-beb9-103117a784ad	Farmstead	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted land has "At the beginning of your upkeep, you may pay {W}{W}. If you do, you gain 1 life."	Enchanted land has "[ability]"
lea	0d71b157-09a0-4fd4-beb9-103117a784ad	Farmstead	Enchantment — Aura	2	1	1	0	2	triggered_ability	granted	printed		At the beginning of your upkeep, you may pay {W}{W}. If you do, you gain 1 life.	At the beginning of your upkeep, you may pay {M}{M}. If you do, you gain N life.
lea	e27193b7-1a47-4555-865d-b1fd4c6d597f	Fastbond	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		You may play any number of lands on each of your turns.	You may play any number of lands on each of your turns.
lea	e27193b7-1a47-4555-865d-b1fd4c6d597f	Fastbond	Enchantment	1		0	0	2	triggered_ability	ability	printed		Whenever you play a land, if it wasn't the first land you played this turn, this enchantment deals 1 damage to you.	Whenever you play a land, if it wasn't the first land you played this turn, ~ deals N damage to you.
lea	355bbe9b-59bf-470f-8600-410af4c7fe18	Fear	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	355bbe9b-59bf-470f-8600-410af4c7fe18	Fear	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has fear.	Enchanted creature has fear.
lea	2ff92886-5c17-47a4-a02b-a97432d9203e	Feedback	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant enchantment	Enchant enchantment
lea	2ff92886-5c17-47a4-a02b-a97432d9203e	Feedback	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		At the beginning of the upkeep of enchanted enchantment's controller, this Aura deals 1 damage to that player.	At the beginning of the upkeep of enchanted enchantment's controller, ~ deals N damage to that player.
lea	aa7714b0-2bfb-458a-8ebf-37ec2c53383e	Fireball	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		This spell costs {1} more to cast for each target beyond the first.	~ costs {M} more to cast for each target beyond the first.
lea	aa7714b0-2bfb-458a-8ebf-37ec2c53383e	Fireball	Sorcery	1		0	0	2	spell_or_static_text	ability	printed		Fireball deals X damage divided evenly, rounded down, among any number of targets.	~ deals X damage divided evenly, rounded down, among any number of targets.
lea	8603bf74-faab-4910-8e45-0f2e3b318efb	Firebreathing	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	8603bf74-faab-4910-8e45-0f2e3b318efb	Firebreathing	Enchantment — Aura	1		0	0	2	activated_ability	ability	printed		{R}: Enchanted creature gets +1/+0 until end of turn.	{M}: Enchanted creature gets +N/+N until end of turn.
lea	c281f436-8c77-48f7-b31c-d40cd7f9ed6a	Flashfires	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Destroy all Plains.	Destroy all Plains.
lea	6a4068b0-fb4f-429c-a94e-47849f3eb7ef	Flight	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	6a4068b0-fb4f-429c-a94e-47849f3eb7ef	Flight	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has flying.	Enchanted creature has flying.
lea	27e9db49-7af7-4bef-ad4c-bf5dfb92030d	Fog	Instant	0		0	0	1	spell_or_static_text	ability	printed		Prevent all combat damage that would be dealt this turn.	Prevent all combat damage that would be dealt this turn.
lea	e3c4c27d-f263-4c69-a4fe-2928136ff68b	Force of Nature	Creature — Elemental	0		0	0	1	keyword_ability	ability	printed		Trample	Trample
lea	e3c4c27d-f263-4c69-a4fe-2928136ff68b	Force of Nature	Creature — Elemental	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, this creature deals 8 damage to you unless you pay {G}{G}{G}{G}.	At the beginning of your upkeep, ~ deals N damage to you unless you pay {M}{M}{M}{M}.
lea	bd6823fb-a696-4e6d-9c5e-3b55dfe03730	Forcefield	Artifact	0		0	0	1	activated_ability	ability	printed		{1}: The next time an unblocked creature of your choice would deal combat damage to you this turn, prevent all but 1 of that damage.	{M}: The next time an unblocked creature of your choice would deal combat damage to you this turn, prevent all but N of that damage.
lea	b34bb2dc-c1af-4d77-b0b3-a0fb342a5fc6	Forest	Basic Land — Forest	0		0	0	1	activated_ability	ability	rules_supplied	305.6	({T}: Add {G}.)	{M}: Add {M}.
lea	50c53ae0-51ba-4046-ac74-87c65e688032	Fork	Instant	0		0	0	1	spell_or_static_text	ability	printed		Copy target instant or sorcery spell, except that the copy is red. You may choose new targets for the copy.	Copy target instant or sorcery spell, except that the copy is red. You may choose new targets for the copy.
lea	f75f9006-217d-4ec8-9c35-ceefe1c5ae4e	Frozen Shade	Creature — Shade	0		0	0	1	activated_ability	ability	printed		{B}: This creature gets +1/+1 until end of turn.	{M}: ~ gets +N/+N until end of turn.
lea	3e771f5b-2de3-4a1b-8281-ab1f7491e5a1	Fungusaur	Creature — Fungus Dinosaur	0		0	0	1	triggered_ability	ability	printed		Whenever this creature is dealt damage, put a +1/+1 counter on it.	Whenever ~ is dealt damage, put a +N/+N counter on it.
lea	8d134a60-e1e5-4163-8bdc-36af91567185	Gaea's Liege	Creature — Avatar	0		0	0	1	spell_or_static_text	ability	printed		As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.	As long as ~ isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as ~ is attacking, its power and toughness are each equal to the number of Forests defending player controls.
lea	8d134a60-e1e5-4163-8bdc-36af91567185	Gaea's Liege	Creature — Avatar	1		0	0	2	activated_ability	ability	printed		{T}: Target land becomes a Forest until this creature leaves the battlefield.	{M}: Target land becomes a Forest until ~ leaves the battlefield.
lea	d38ad188-515e-4865-a0ed-5d0fd4c7b453	Gauntlet of Might	Artifact	0		0	0	1	spell_or_static_text	ability	printed		Red creatures get +1/+1.	Red creatures get +N/+N.
lea	d38ad188-515e-4865-a0ed-5d0fd4c7b453	Gauntlet of Might	Artifact	1		0	0	2	triggered_ability	ability	printed		Whenever a Mountain is tapped for mana, its controller adds an additional {R}.	Whenever a Mountain is tapped for mana, its controller adds an additional {M}.
lea	5748ebf1-24e3-499d-ab7c-c2cebd462a24	Giant Growth	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target creature gets +3/+3 until end of turn.	Target creature gets +N/+N until end of turn.
lea	e740ce2f-2134-473c-afa1-1b6d2d1e38ef	Giant Spider	Creature — Spider	0		0	0	1	keyword_ability	ability	printed		Reach	Reach
lea	af7fabf4-8d55-4b06-9c21-472f4a5775b4	Glasses of Urza	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Look at target player's hand.	{M}: Look at target player's hand.
lea	4d022f53-b1fb-4071-afcc-0af3214fe604	Gloom	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		White spells cost {3} more to cast.	White spells cost {M} more to cast.
lea	4d022f53-b1fb-4071-afcc-0af3214fe604	Gloom	Enchantment	1		0	0	2	spell_or_static_text	ability	printed		Activated abilities of white enchantments cost {3} more to activate.	Activated abilities of white enchantments cost {M} more to activate.
lea	10bc98b0-3fdc-46d1-8d3b-6d160e9dd62f	Goblin Balloon Brigade	Creature — Goblin Warrior	0		0	0	1	activated_ability	ability	printed		{R}: This creature gains flying until end of turn.	{M}: ~ gains flying until end of turn.
lea	d236b3fc-0d3f-4d99-875d-e32a33fe5767	Goblin King	Creature — Goblin	0		0	0	1	spell_or_static_text	ability	printed		Other Goblins get +1/+1 and have mountainwalk.	Other Goblins get +N/+N and have mountainwalk.
lea	ef5248d4-4cd1-447c-bdcc-78a09a67d923	Granite Gargoyle	Creature — Gargoyle	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	ef5248d4-4cd1-447c-bdcc-78a09a67d923	Granite Gargoyle	Creature — Gargoyle	1		0	0	2	activated_ability	ability	printed		{R}: This creature gets +0/+1 until end of turn.	{M}: ~ gets +N/+N until end of turn.
lea	727ab7f2-741e-4442-b5cb-e3032549fa87	Green Ward	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	727ab7f2-741e-4442-b5cb-e3032549fa87	Green Ward	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has protection from green. This effect doesn't remove this Aura.	Enchanted creature has protection from green. This effect doesn't remove ~.
lea	1a91ca69-e890-41dc-866b-3aabf10c9a9c	Guardian Angel	Instant	0		0	0	1	spell_or_static_text	ability	printed		Prevent the next X damage that would be dealt to any target this turn. Until end of turn, you may pay {1} any time you could cast an instant. If you do, prevent the next 1 damage that would be dealt to that permanent or player this turn.	Prevent the next X damage that would be dealt to any target this turn. Until end of turn, you may pay {M} any time you could cast an instant. If you do, prevent the next N damage that would be dealt to that permanent or player this turn.
lea	8da8644c-75a1-4fe9-8e94-900d948d631c	Healing Salve	Instant	0		0	0	1	spell_or_static_text	ability	printed		Choose one —	Choose one —
lea	8da8644c-75a1-4fe9-8e94-900d948d631c	Healing Salve	Instant	1	0	1	0	2	spell_or_static_text	mode	printed		Target player gains 3 life.	Target player gains N life.
lea	8da8644c-75a1-4fe9-8e94-900d948d631c	Healing Salve	Instant	2	0	1	0	3	prevention_effect	mode	printed		Prevent the next 3 damage that would be dealt to any target this turn.	Prevent the next N damage that would be dealt to any target this turn.
lea	948e3bb7-8265-4e95-acd1-a0c4f22441df	Helm of Chatzuk	Artifact	0		0	0	1	activated_ability	ability	printed		{1}, {T}: Target creature gains banding until end of turn.	{M}, {M}: Target creature gains banding until end of turn.
lea	912164c2-b4d4-42e3-a10e-903b8c7b2e6d	Holy Armor	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	912164c2-b4d4-42e3-a10e-903b8c7b2e6d	Holy Armor	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature gets +0/+2.	Enchanted creature gets +N/+N.
lea	912164c2-b4d4-42e3-a10e-903b8c7b2e6d	Holy Armor	Enchantment — Aura	2		0	0	3	activated_ability	ability	printed		{W}: Enchanted creature gets +0/+1 until end of turn.	{M}: Enchanted creature gets +N/+N until end of turn.
lea	9357de36-f8be-4f49-b2c8-9fe9eaf82b07	Holy Strength	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	9357de36-f8be-4f49-b2c8-9fe9eaf82b07	Holy Strength	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature gets +1/+2.	Enchanted creature gets +N/+N.
lea	403cf6ae-48a9-4ea9-894e-7135cfca4e1b	Howl from Beyond	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target creature gets +X/+0 until end of turn.	Target creature gets +X/+N until end of turn.
lea	d26b27db-a567-4631-b4b6-7294222fbdd1	Howling Mine	Artifact	0		0	0	1	triggered_ability	ability	printed		At the beginning of each player's draw step, if this artifact is untapped, that player draws an additional card.	At the beginning of each player's draw step, if ~ is untapped, that player draws an additional card.
lea	9c021685-4017-49c7-9f58-2ae0243361a0	Hurricane	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Hurricane deals X damage to each creature with flying and each player.	~ deals X damage to each creature with flying and each player.
lea	759af941-f6a3-4726-91f2-9b1e4e55ea71	Hypnotic Specter	Creature — Specter	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	759af941-f6a3-4726-91f2-9b1e4e55ea71	Hypnotic Specter	Creature — Specter	1		0	0	2	triggered_ability	ability	printed		Whenever this creature deals damage to an opponent, that player discards a card at random.	Whenever ~ deals damage to an opponent, that player discards a card at random.
lea	a0b97e33-2d0c-4800-a9f5-9cd9be651ea8	Ice Storm	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Destroy target land.	Destroy target land.
lea	3608f1f7-8dc5-4dd1-ae91-c830e1de9529	Icy Manipulator	Artifact	0		0	0	1	activated_ability	ability	printed		{1}, {T}: Tap target artifact, creature, or land.	{M}, {M}: Tap target artifact, creature, or land.
lea	05ac866d-0405-4d25-986a-c10fcfc097e6	Illusionary Mask	Artifact	0		0	0	1	activated_ability	ability	printed		{X}: You may choose a creature card in your hand whose mana cost could be paid by some amount of, or all of, the mana you spent on {X}. If you do, you may cast that card face down as a 2/2 creature spell without paying its mana cost. If the creature that spell becomes as it resolves has not been turned face up and would assign or deal damage, be dealt damage, or become tapped, instead it's turned face up and assigns or deals damage, is dealt damage, or becomes tapped. Activate only as a sorcery.	{M}: You may choose a creature card in your hand whose mana cost could be paid by some amount of, or all of, the mana you spent on {M}. If you do, you may cast that card face down as a N/N creature spell without paying its mana cost. If the creature that spell becomes as it resolves has not been turned face up and would assign or deal damage, be dealt damage, or become tapped, instead it's turned face up and assigns or deals damage, is dealt damage, or becomes tapped. Activate only as a sorcery.
lea	8695c3c1-fb4b-4429-ae33-ec186f68796b	Instill Energy	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	8695c3c1-fb4b-4429-ae33-ec186f68796b	Instill Energy	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature can attack as though it had haste.	Enchanted creature can attack as though it had haste.
lea	8695c3c1-fb4b-4429-ae33-ec186f68796b	Instill Energy	Enchantment — Aura	2		0	0	3	activated_ability	ability	printed		{0}: Untap enchanted creature. Activate only during your turn and only once each turn.	{M}: Untap enchanted creature. Activate only during your turn and only once each turn.
lea	de26b0c6-dfb7-45a8-9d7f-f8d45522d675	Invisibility	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	de26b0c6-dfb7-45a8-9d7f-f8d45522d675	Invisibility	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature can't be blocked except by Walls.	Enchanted creature can't be blocked except by Walls.
lea	e9ec67e1-7064-44d4-a1ed-04b7893ffb15	Iron Star	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever a player casts a red spell, you may pay {1}. If you do, you gain 1 life.	Whenever a player casts a red spell, you may pay {M}. If you do, you gain N life.
lea	c645a616-0d7d-416c-b5f3-057b3a1666a0	Ironclaw Orcs	Creature — Orc	0		0	0	1	spell_or_static_text	ability	printed		This creature can't block creatures with power 2 or greater.	~ can't block creatures with power N or greater.
lea	b2c6aa39-2d2a-459c-a555-fb48ba993373	Island	Basic Land — Island	0		0	0	1	activated_ability	ability	rules_supplied	305.6	({T}: Add {U}.)	{M}: Add {M}.
lea	7d1769d0-d942-45b3-a31c-2bbe45e68661	Island Sanctuary	Enchantment	0		0	0	1	replacement_effect	ability	printed		If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.	If you would draw a card during your draw step, instead you may skip that draw. If you do, until your next turn, you can't be attacked except by creatures with flying and/or islandwalk.
lea	8e2017c3-057d-4e30-bd60-f486fddbc6ca	Ivory Cup	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.	Whenever a player casts a white spell, you may pay {M}. If you do, you gain N life.
lea	1e105ab7-fb10-4cfd-ac2f-5e11488cf1b0	Jade Monolith	Artifact	0		0	0	1	activated_ability	ability	printed		{1}: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.	{M}: The next time a source of your choice would deal damage to target creature this turn, that source deals that damage to you instead.
lea	96162b22-41e7-4559-aa1b-c18f42abcb52	Jade Statue	Artifact	0		0	0	1	activated_ability	ability	printed		{2}: This artifact becomes a 3/6 Golem artifact creature until end of combat. Activate only during combat.	{M}: ~ becomes a N/N Golem artifact creature until end of combat. Activate only during combat.
lea	39ee576a-0803-4063-9c84-f2b537e4d44c	Jayemdae Tome	Artifact — Book	0		0	0	1	activated_ability	ability	printed		{4}, {T}: Draw a card.	{M}, {M}: Draw a card.
lea	4ac9116f-36bc-4d71-b696-d6ee064e1d58	Juggernaut	Artifact Creature — Juggernaut	0		0	0	1	spell_or_static_text	ability	printed		This creature attacks each combat if able.	~ attacks each combat if able.
lea	4ac9116f-36bc-4d71-b696-d6ee064e1d58	Juggernaut	Artifact Creature — Juggernaut	1		0	0	2	spell_or_static_text	ability	printed		This creature can't be blocked by Walls.	~ can't be blocked by Walls.
lea	f7518456-45ed-41d4-bd3c-5aacea28eb35	Jump	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target creature gains flying until end of turn.	Target creature gains flying until end of turn.
lea	fac4da47-f0b2-4b57-9703-e0ed100d3499	Karma	Enchantment	0		0	0	1	triggered_ability	ability	printed		At the beginning of each player's upkeep, this enchantment deals damage to that player equal to the number of Swamps they control.	At the beginning of each player's upkeep, ~ deals damage to that player equal to the number of Swamps they control.
lea	acc869f8-dcbe-4d57-baa0-3eef4aceb251	Keldon Warlord	Creature — Human Barbarian	0		0	0	1	characteristic_defining_ability	ability	printed		Keldon Warlord's power and toughness are each equal to the number of non-Wall creatures you control.	~'s power and toughness are each equal to the number of non-Wall creatures you control.
lea	d2d477a5-f055-4d47-a852-26e8239f2a01	Kormus Bell	Artifact	0		0	0	1	spell_or_static_text	ability	printed		All Swamps are 1/1 black creatures that are still lands.	All Swamps are N/N black creatures that are still lands.
lea	51ca5965-ae39-4e51-8948-9a230a03f906	Kudzu	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant land	Enchant land
lea	51ca5965-ae39-4e51-8948-9a230a03f906	Kudzu	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		When enchanted land becomes tapped, destroy it. That land's controller may attach this Aura to a land of their choice.	When enchanted land becomes tapped, destroy it. That land's controller may attach ~ to a land of their choice.
lea	5960dd01-6797-4c73-b48a-f637b9c288cc	Lance	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	5960dd01-6797-4c73-b48a-f637b9c288cc	Lance	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has first strike.	Enchanted creature has first strike.
lea	a4ae41c7-9631-407d-8fd3-04f403d940a8	Ley Druid	Creature — Human Druid	0		0	0	1	activated_ability	ability	printed		{T}: Untap target land.	{M}: Untap target land.
lea	867def48-4be8-4056-bcf1-d6b00450b9a3	Library of Leng	Artifact	0		0	0	1	spell_or_static_text	ability	printed		You have no maximum hand size.	You have no maximum hand size.
lea	867def48-4be8-4056-bcf1-d6b00450b9a3	Library of Leng	Artifact	1		0	0	2	replacement_effect	ability	printed		If an effect causes you to discard a card, discard it, but you may put it on top of your library instead of into your graveyard.	If an effect causes you to discard a card, discard it, but you may put it on top of your library instead of into your graveyard.
lea	5b7515f2-7a5a-4e2a-9784-6cbacd768172	Lich	Enchantment	0		0	0	1	replacement_effect	ability	printed		As this enchantment enters, you lose life equal to your life total.	As ~ enters, you lose life equal to your life total.
lea	5b7515f2-7a5a-4e2a-9784-6cbacd768172	Lich	Enchantment	1		0	0	2	spell_or_static_text	ability	printed		You don't lose the game for having 0 or less life.	You don't lose the game for having N or less life.
lea	5b7515f2-7a5a-4e2a-9784-6cbacd768172	Lich	Enchantment	2		0	0	3	replacement_effect	ability	printed		If you would gain life, draw that many cards instead.	If you would gain life, draw that many cards instead.
lea	5b7515f2-7a5a-4e2a-9784-6cbacd768172	Lich	Enchantment	3		0	0	4	triggered_ability	ability	printed		Whenever you're dealt damage, sacrifice that many nontoken permanents. If you can't, you lose the game.	Whenever you're dealt damage, sacrifice that many nontoken permanents. If you can't, you lose the game.
lea	5b7515f2-7a5a-4e2a-9784-6cbacd768172	Lich	Enchantment	4		0	0	5	triggered_ability	ability	printed		When this enchantment is put into a graveyard from the battlefield, you lose the game.	When ~ is put into a graveyard from the battlefield, you lose the game.
lea	07ae1fe5-5c3e-4d94-b809-8defd2ef44e3	Lifeforce	Enchantment	0		0	0	1	activated_ability	ability	printed		{G}{G}: Counter target black spell.	{M}{M}: Counter target black spell.
lea	eec1de80-4b3d-481d-a235-c299e0381830	Lifelace	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target spell or permanent becomes green.	Target spell or permanent becomes green.
lea	52ac09af-2aa7-4d80-be26-3e6a6efd5c23	Lifetap	Enchantment	0		0	0	1	triggered_ability	ability	printed		Whenever a Forest an opponent controls becomes tapped, you gain 1 life.	Whenever a Forest an opponent controls becomes tapped, you gain N life.
lea	4457ed35-7c10-48c8-9776-456485fdf070	Lightning Bolt	Instant	0		0	0	1	spell_or_static_text	ability	printed		Lightning Bolt deals 3 damage to any target.	~ deals N damage to any target.
lea	4ff9af56-ac18-4966-9e48-183e1ca1c2d0	Living Artifact	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant artifact	Enchant artifact
lea	4ff9af56-ac18-4966-9e48-183e1ca1c2d0	Living Artifact	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		Whenever you're dealt damage, put that many vitality counters on this Aura.	Whenever you're dealt damage, put that many vitality counters on ~.
lea	4ff9af56-ac18-4966-9e48-183e1ca1c2d0	Living Artifact	Enchantment — Aura	2		0	0	3	triggered_ability	ability	printed		At the beginning of your upkeep, you may remove a vitality counter from this Aura. If you do, you gain 1 life.	At the beginning of your upkeep, you may remove a vitality counter from ~. If you do, you gain N life.
lea	8f0179fe-6d7d-49cc-ab06-d3b402c6fc8d	Living Lands	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		All Forests are 1/1 creatures that are still lands.	All Forests are N/N creatures that are still lands.
lea	4844312c-3c9d-4ca1-986d-4ad35e68454e	Living Wall	Artifact Creature — Wall	0		0	0	1	keyword_ability	ability	printed		Defender	Defender
lea	4844312c-3c9d-4ca1-986d-4ad35e68454e	Living Wall	Artifact Creature — Wall	1		0	0	2	activated_ability	ability	printed		{1}: Regenerate this creature.	{M}: Regenerate ~.
lea	68954295-54e3-4303-a6bc-fc4547a4e3a3	Llanowar Elves	Creature — Elf Druid	0		0	0	1	activated_ability	ability	printed		{T}: Add {G}.	{M}: Add {M}.
lea	cc7f290f-ca00-4285-9bdb-4b4402444f30	Lord of Atlantis	Creature — Merfolk	0		0	0	1	spell_or_static_text	ability	printed		Other Merfolk get +1/+1 and have islandwalk.	Other Merfolk get +N/+N and have islandwalk.
lea	ea152809-85a2-4fde-8251-3b1f267e4443	Lord of the Pit	Creature — Demon	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	ea152809-85a2-4fde-8251-3b1f267e4443	Lord of the Pit	Creature — Demon	1		0	0	1	keyword_ability	ability	printed		trample	Trample
lea	ea152809-85a2-4fde-8251-3b1f267e4443	Lord of the Pit	Creature — Demon	2		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, sacrifice a creature other than this creature. If you can't, this creature deals 7 damage to you.	At the beginning of your upkeep, sacrifice a creature other than ~. If you can't, ~ deals N damage to you.
lea	7a7425ba-4478-4bc4-855f-abf947ea4fa2	Lure	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	7a7425ba-4478-4bc4-855f-abf947ea4fa2	Lure	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		All creatures able to block enchanted creature do so.	All creatures able to block enchanted creature do so.
lea	cba229fa-9035-405b-b091-3798898a37ee	Magical Hack	Instant	0		0	0	1	spell_or_static_text	ability	printed		Change the text of target spell or permanent by replacing all instances of one basic land type with another.	Change the text of target spell or permanent by replacing all instances of one basic land type with another.
lea	c39ea5f9-6ec0-4697-897b-779e326754a7	Mahamoti Djinn	Creature — Djinn	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	97159138-c34b-416e-b079-5c952383a243	Mana Flare	Enchantment	0		0	0	1	triggered_ability	ability	printed		Whenever a player taps a land for mana, that player adds one mana of any type that land produced.	Whenever a player taps a land for mana, that player adds one mana of any type that land produced.
lea	48207d1c-448a-4e1b-974a-642dfea75933	Mana Short	Instant	0		0	0	1	spell_or_static_text	ability	printed		Tap all lands target player controls and that player loses all unspent mana.	Tap all lands target player controls and that player loses all unspent mana.
lea	736892cb-a34b-4bb9-b56c-e26e3db207a2	Mana Vault	Artifact	0		0	0	1	spell_or_static_text	ability	printed		This artifact doesn't untap during your untap step.	~ doesn't untap during your untap step.
lea	736892cb-a34b-4bb9-b56c-e26e3db207a2	Mana Vault	Artifact	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, you may pay {4}. If you do, untap this artifact.	At the beginning of your upkeep, you may pay {M}. If you do, untap ~.
lea	736892cb-a34b-4bb9-b56c-e26e3db207a2	Mana Vault	Artifact	2		0	0	3	triggered_ability	ability	printed		At the beginning of your draw step, if this artifact is tapped, it deals 1 damage to you.	At the beginning of your draw step, if ~ is tapped, it deals N damage to you.
lea	736892cb-a34b-4bb9-b56c-e26e3db207a2	Mana Vault	Artifact	3		0	0	4	activated_ability	ability	printed		{T}: Add {C}{C}{C}.	{M}: Add {M}{M}{M}.
lea	0f1afedd-c60f-454f-b84a-c8117aec0128	Manabarbs	Enchantment	0		0	0	1	triggered_ability	ability	printed		Whenever a player taps a land for mana, this enchantment deals 1 damage to that player.	Whenever a player taps a land for mana, ~ deals N damage to that player.
lea	5ba73182-30a7-4bad-9cb6-c0feecc2db33	Meekstone	Artifact	0		0	0	1	spell_or_static_text	ability	printed		Creatures with power 3 or greater don't untap during their controllers' untap steps.	Creatures with power N or greater don't untap during their controllers' untap steps.
lea	8161f5b8-6aab-4133-ba2c-2e7b5774153e	Mesa Pegasus	Creature — Pegasus	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	8161f5b8-6aab-4133-ba2c-2e7b5774153e	Mesa Pegasus	Creature — Pegasus	1		0	0	1	keyword_ability	ability	printed		banding	Banding
lea	78f9c223-9982-4282-a496-a6f892f0a5bf	Mind Twist	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Target player discards X cards at random.	Target player discards X cards at random.
lea	a3fb7228-e76b-4e96-a40e-20b5fed75685	Mountain	Basic Land — Mountain	0		0	0	1	activated_ability	ability	rules_supplied	305.6	({T}: Add {R}.)	{M}: Add {M}.
lea	376ee366-e082-402f-b4db-6592fcfcacd2	Mox Emerald	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Add {G}.	{M}: Add {M}.
lea	0677f49e-f8bf-4349-af52-2ccde9287c2e	Mox Jet	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Add {B}.	{M}: Add {M}.
lea	824597b8-c89a-47ec-8526-7efc6e24ef0e	Mox Pearl	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Add {W}.	{M}: Add {M}.
lea	ed85fa82-e4fa-434b-92a8-36b6075708d1	Mox Ruby	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Add {R}.	{M}: Add {M}.
lea	d5ed1233-df87-4b90-8918-13922ec95249	Mox Sapphire	Artifact	0		0	0	1	activated_ability	ability	printed		{T}: Add {U}.	{M}: Add {M}.
lea	57f90b30-bcb0-447e-8788-5c5ded187207	Natural Selection	Instant	0		0	0	1	spell_or_static_text	ability	printed		Look at the top three cards of target player's library, then put them back in any order. You may have that player shuffle.	Look at the top three cards of target player's library, then put them back in any order. You may have that player shuffle.
lea	c358b9e2-524c-434b-b3fa-74d2aa6d1df7	Nether Shadow	Creature — Spirit	0		0	0	1	keyword_ability	ability	printed		Haste	Haste
lea	c358b9e2-524c-434b-b3fa-74d2aa6d1df7	Nether Shadow	Creature — Spirit	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, if this card is in your graveyard with three or more creature cards above it, you may put this card onto the battlefield.	At the beginning of your upkeep, if ~ is in your graveyard with three or more creature cards above it, you may put ~ onto the battlefield.
